Country Name,Country Code,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
India,IND,"Access to electricity, rural (% of rural population)",,,,39.58033844,35.45754058,37.45816719,39.47555205,41.51317118,43.57198657,48.29339736,47.72497978,43.48357702,51.4939028,53.78060786,53.7414229,57.67730847,57.32030074,61.50429347,63.43433284,65.70223591,68.37382365,56.08607764,72.40401076,73.66350935,77.30266725,83.36793211,85.36612611,89.31665443,92.92933495
Not classified,INX,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Iran, Islamic Rep.",IRN,"Access to electricity, rural (% of rural population)",,,,,,,,,,,94.15985317,94.26018152,94.75316474,95.19300022,95.54736307,95.79278838,94.96237517,96.07509695,96.19803592,96.20628963,96.72335329,97.2890898,98.10012004,99.16811014,100,99.94255474,100,100,100
Iraq,IRQ,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,,93.38146765,95.39088396,94.60783292,94.67299755,94.81622274,93.49212534,98.41415604,96.14538988,96.9436532,97.89846362,98.98086304,99.69669295,99.9
Iceland,ISL,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Israel,ISR,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Italy,ITA,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Jamaica,JAM,"Access to electricity, rural (% of rural population)",58.81785656,68.3726561,69.29155989,70.21924966,71.16183528,72.12457133,78.82374291,74.13638822,75.19464257,80.35314188,77.36556023,82.26559857,80.16178123,80.52703881,81.48163727,82.36151663,83.18632235,83.9851914,83.41558951,85.62143824,88.01739124,84.53065088,88.16529082,90.68543419,89.15355958,91.13657963,93.89140428,95.66468742,97.59346904
Jordan,JOR,"Access to electricity, rural (% of rural population)",90.11886684,93.36653296,93.21381507,93.06513884,92.93955045,93.03449711,93.34000016,95.66548904,94.23269006,94.79157094,95.36730097,95.91276318,98.77851127,96.72612322,98.01131066,96.72666281,94.38439648,97.86550538,93.3292361,98.27303591,92.57828377,94.06055752,99.5,94.28121447,95.82106065,98.1714194,99.2546592,100,98.89147575
Japan,JPN,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Kazakhstan,KAZ,"Access to electricity, rural (% of rural population)",,,,,,99.9,97.31860112,97.54600636,97.81014326,93.94235333,98.38269368,98.65361176,98.88868627,99.06812292,99.17192837,99.18861345,99.68573464,99.06123181,98.98098753,100,98.97211725,99.57135341,99.52234531,99.77719624,99.94463253,100,100,100,100
Kenya,KEN,"Access to electricity, rural (% of rural population)",,,,4.129531249,,,,0.183838449,6.647292251,4.53753743,6.712608247,8.880215841,11.03294715,6.937336857,15.26277651,17.32861567,19.37098706,21.40551315,23.44820058,10.1435263,7.172248182,29.79183585,32.02737115,34.32588075,25.07232805,29.00258597,61.09008712,57.30622844,71.67698246
Kyrgyz Republic,KGZ,"Access to electricity, rural (% of rural population)",,,,,,,,99.68854626,99.57397004,99.63922133,99.70764764,99.7630792,100,99.79146985,99.74270625,99.25951873,99.50637273,99.35405238,99.20593361,99.08219462,98.55641253,99.1924685,99.8,99.31114407,99.74463608,99.69355789,99.87796496,100,100
Cambodia,KHM,"Access to electricity, rural (% of rural population)",,,,,,,,,10.28216297,,6.555239587,4.276585936,7.720913316,7.704654898,14.5346468,9.516452071,21.22802925,24.55631372,11.65404372,31.07447715,15.77243821,36.28962522,39.96204411,43.79017769,44.72675374,60.60908573,70.04130893,86.08934338,88.9712764
Kiribati,KIR,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,51.20947192,50.78539694,48.42039194,51.92144056,42.96845042,39.40763681,63.32832293,67.53840214,71.97589636,76.6317093,92.95683083,93.98348575,100,100
St. Kitts and Nevis,KNA,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,90.93606246,93.65158673,94.15648032,94.61652368,95.0270761,95.40266062,95.76276294,96.12635338,96.51226437,99.75784115,100,100,100,100,100,100,100,100
"Korea, Rep.",KOR,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Kuwait,KWT,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Latin America & Caribbean (excluding high income),LAC,"Access to electricity, rural (% of rural population)",,,63.19041633,64.18955285,71.40235925,62.62209914,65.11683302,65.92091551,67.57162606,69.18975351,69.15449617,73.01696539,74.49744035,74.87347128,76.02918426,77.10912043,78.91022003,79.76159939,81.96083013,82.42257731,83.70925036,84.49913073,85.93158164,87.11700999,87.67450699,89.03038642,93.47312524,90.59528339,92.63371956
Lao PDR,LAO,"Access to electricity, rural (% of rural population)",,,,17.96754399,12.13775096,10.18798187,17.57072581,20.18256582,22.8290164,25.50934533,28.22008863,30.96181445,30.56196029,31.55671516,39.31774652,44.13231655,42.79651892,48.89424413,52.59106608,55.70430083,59.23783811,57.95040199,66.78569682,70.99973228,75.92589463,85.69092753,86.64148739,90.51048283,97.07655764
Lebanon,LBN,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,100,100,98.76174179,99.23658247,99.2282758,99.09328003,99.26613655,99.19959236,99.93847862,100,100,100,100,100,100
Liberia,LBR,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,0.455570975,0.901002478,1.216253507,3.762624619,3.462631085,4.128694403,5.224251725,5.45499688,7.439124779,7.390765992
Libya,LBY,"Access to electricity, rural (% of rural population)",,,,,,,,,,,99.15300907,88.00427842,80.54745789,72.90564394,65.11111477,57.15399141,49.02849566,40.73924527,32.3119886,23.78620086,15.20025536,6.593833736,,,,,,,
St. Lucia,LCA,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,87.62718398,88.72074208,89.52591323,90.26759806,90.94595438,91.57769834,92.18185993,92.77647236,93.37820255,93.99892129,94.76763758,95.62074201,96.1579092,96.97928439,97.72668517,98.43836801,99.20262424,99.99855877
Latin America & Caribbean,LCN,"Access to electricity, rural (% of rural population)",,,63.43944582,64.43274243,71.3707418,62.92299811,65.32147452,66.15875125,67.8743097,69.39262163,69.55626469,73.26836104,74.74410551,75.37080593,76.31544935,77.40328031,79.30430677,80.03146653,82.17619435,82.77099899,83.93062251,84.81972603,86.27036166,87.33440811,88.00619751,89.33953609,93.65043026,90.98405872,92.94042487
Least developed countries: UN classification,LDC,"Access to electricity, rural (% of rural population)",,,,,,,,,,,9.484722264,13.58775748,15.94755665,16.63021383,16.73909779,15.62293215,21.15554793,27.17181067,22.40875503,24.09187615,23.05099503,23.26142465,29.02403258,28.52372074,28.03958689,32.09726695,39.18510569,44.05263514,43.64677438
Low income,LIC,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,15.15402099,15.91338864,15.5292678,10.97527893,16.4225909,29.05352066,18.47288508,17.38141542,19.21930159,16.47941453,23.61187743,23.0315802,22.48391213,22.82009593,31.749453,32.83840738,33.48000678
Liechtenstein,LIE,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sri Lanka,LKA,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,58.71826459,78.31791757,70.6660653,72.4984233,74.29473715,76.06602541,76.57936602,79.59493192,81.3826194,83.00430958,85.74048905,84.70600229,88.46478098,90.98940458,93.07926149,97.16376749,96.98971447,99.48899041
Lower middle income,LMC,"Access to electricity, rural (% of rural population)",,,,34.2314042,32.30132744,33.39845599,35.48001935,38.13084408,41.7787341,45.40550806,44.69703676,42.93587453,47.75679676,49.6617014,50.13353033,53.0987543,54.43993349,55.93165018,57.9878684,60.62689264,60.94953267,56.12715151,65.10879571,66.16349698,67.57253747,71.99612867,75.22056949,77.91878687,80.59002573
Low & middle income,LMY,"Access to electricity, rural (% of rural population)",,,,,,,,,,,62.4331209,61.59467427,63.72182296,64.25114434,64.42765418,64.94765382,66.36309641,67.4948982,67.91595683,68.91133497,69.44530161,66.34414472,72.27242111,72.35091677,72.78355324,75.30319261,77.9506112,79.38013094,80.69961622
Lesotho,LSO,"Access to electricity, rural (% of rural population)",,,,,,,,,,,1.988831923,,,0.564981799,1.426984758,3.822034663,2.611626962,6.915456573,8.445294862,8.59288536,4.948298472,10.76856201,7.559943526,14.80647831,15.64840224,19.92038295,23.6099041,20.38691775,37.71324522
Late-demographic dividend,LTE,"Access to electricity, rural (% of rural population)",,,,,,,,,,,92.28240535,93.17441937,94.00345114,94.35450617,94.71281421,95.55053699,96.60715856,95.94796582,96.44796773,96.59113365,97.72081943,98.15158152,98.41317485,98.68365602,98.68590811,99.03373502,99.12000604,99.2857824,99.45722033
Lithuania,LTU,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Luxembourg,LUX,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Latvia,LVA,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Macao SAR, China",MAC,"Access to electricity, rural (% of rural population)",100,100,88.47579383,81.76189509,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
St. Martin (French part),MAF,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100
Morocco,MAR,"Access to electricity, rural (% of rural population)",,,13.92083214,20.22195625,22.82279217,20.01127607,29.23524849,32.59066886,36.01914373,39.50785655,36.7331978,46.60732721,50.18142031,53.74889634,58.44160738,60.63819057,93.02327545,67.33539347,70.78481513,74.34846663,81.86664506,84.78392132,87.4108177,94.97791556,86.14202872,99.7258364,99.6116679,100,100
Monaco,MCO,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Moldova,MDA,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Madagascar,MDG,"Access to electricity, rural (% of rural population)",,,,0.017752059,0.075556006,0.146068491,0.216908891,1.183102516,0.368868528,0.443407274,0.506658664,4.507062472,0.561223519,7.739963861,0.458518342,0.080778601,,,,,,,,,,,,,0.021077592
Maldives,MDV,"Access to electricity, rural (% of rural population)",,,,,,,,,,,78.0763776,82.98416268,84.03767587,85.08943937,86.12969824,87.15374272,88.21470959,89.38757942,90.57745811,99.9,98.61882421,99.1536322,99.43166766,99.33445774,100,99.74483606,99.94459859,99.864962,100
Middle East & North Africa,MEA,"Access to electricity, rural (% of rural population)",,,,,,,,,,,80.17129865,81.53881641,81.60229896,83.77602745,83.12245222,85.24248457,89.73188391,85.97536648,87.86620452,87.64208865,90.56986563,90.7413255,92.32390113,93.37828141,91.34162701,93.36936157,93.54540764,95.08090201,92.32499067
Mexico,MEX,"Access to electricity, rural (% of rural population)",,,79.01463247,85.5282791,84.3841666,86.4205374,87.74703139,87.68548313,87.23459211,89.30797472,93.79899876,91.01650089,92.91325732,92.52839577,96.08890713,96.76558019,97.17548096,94.03330359,96.16147845,94.52406977,97.5991857,96.90347262,97.15697986,97.50517065,97.42692965,97.85177407,98.33106789,100,100
Marshall Islands,MHL,"Access to electricity, rural (% of rural population)",,,,,,,,,,25.09559321,23.53049647,26.76396982,30.05313055,33.36858509,36.67988517,39.9626211,43.24432062,22.36137353,50.02910988,53.64369916,79.35326661,82.56960947,83.0972982,83.78512515,84.6880411,86.85981704,88.48218772,92.14893948,98.43132362
Middle income,MIC,"Access to electricity, rural (% of rural population)",,,,,,,,,,,65.87056798,64.95043541,67.52485032,68.36690289,68.72171117,69.89773883,71.221738,71.83222648,73.05461314,74.87962394,75.22454469,72.28144059,77.83171994,78.37080543,79.10662731,81.78603562,83.71327737,85.39618889,87.22149044
North Macedonia,MKD,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100
Mali,MLI,"Access to electricity, rural (% of rural population)",,,,,,,0.831307182,,,,,0.059568582,1.843087546,2.858224355,3.783504814,4.612368008,1.544831208,6.016973122,6.623684125,5.653704114,2.102930278,3.137484764,,5.795174946,7.308666556,7.278037859,12.4311158,13.60288933,25.40293038
Malta,MLT,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Myanmar,MMR,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,33.38618151,30.67467936,31.83941268,32.96307969,34.0592256,35.14459495,36.2368972,37.35474958,32.47184182,39.66553783,40.92861242,42.37734863,37.88095274,47.60191631,39.80994005,59.91913485,54.82240337
Middle East & North Africa (excluding high income),MNA,"Access to electricity, rural (% of rural population)",,,,,,,,,,,78.90704443,80.35768134,80.5060349,82.79851054,82.09792614,84.33191376,89.13203869,85.13888739,87.19255391,86.94203285,90.02694427,90.2037817,91.87244962,92.98884724,90.83359807,92.98123872,93.16922503,94.7958881,91.88362059
Montenegro,MNE,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Mongolia,MNG,"Access to electricity, rural (% of rural population)",,,,,,,,,,,27.11286419,36.10953896,37.24110621,40.94667825,39.52117473,66.70500485,41.75463399,42.91066664,44.149133,45.52759449,41.88355919,25.17791766,53.16533321,45.76727005,60.39127107,66.50469714,74.39541874,81.97459128,94.62948751
Northern Mariana Islands,MNP,"Access to electricity, rural (% of rural population)",100,100,100,100,99.98559437,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Mozambique,MOZ,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,0.087759866,0.981695114,1.263882855,1.770729043,2.233878302,1.455424567,2.285741605,2.180847436,0.874176249,3.808346496,2.571413046,3.079804685,2.666224174,0.926828089,5.33043399,5.898188887,7.993288094
Mauritania,MRT,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,4.900046297,3.209445751,3.511094804,3.705692186,1.177820453,3.751251299,3.843791286,4.138138557,3.190977951,,,,,0.389355841,0.371407384,1.618174088,0.945926867,0.633227119
Mauritius,MUS,"Access to electricity, rural (% of rural population)",,,,,,,,,,,98.2557118,99.39363811,98.95748338,99.90644862,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Malawi,MWI,"Access to electricity, rural (% of rural population)",,,0.889517616,,,,,,0.213695835,0.546649742,0.710772754,1.216713202,1.526664857,0.792391594,2.799840168,2.279056126,0.099110573,2.651512957,2.836320308,3.034721105,3.914739761,2.953856823,1.82181393,3.756150313,5.321632781,3.412202317,4.871583593,3.709447903,10.44654331
Malaysia,MYS,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,97.89498754,98.08234603,98.56712346,99.53931469,99.73658782,99.96050028,100,100,100,100
North America,NAC,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Namibia,NAM,"Access to electricity, rural (% of rural population)",,,10.74214107,9.182264648,11.10169393,12.13665923,13.19321459,14.27710133,15.38938511,16.52456924,18.93175538,18.82520052,19.71202768,20.53483277,21.32968812,22.09296713,22.83591629,22.39008425,24.34641134,20.65490491,25.76807619,21.63668939,27.11831598,27.30823743,29.43568091,31.28549821,31.6359417,33.58763836,35.52086346
New Caledonia,NCL,"Access to electricity, rural (% of rural population)",99.90054896,99.8874134,99.8943585,99.92250435,99.95773137,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Niger,NER,"Access to electricity, rural (% of rural population)",,,,,,0.934199591,1.629561771,0.46799922,1.015359611,1.284458831,,2.082620584,2.496186372,2.88491741,3.242537093,,1.952751886,4.158165129,4.456450045,4.77498374,3.139976276,5.47433265,5.228654652,6.641445298,7.647525111,8.142163849,9.43041525,9.979870806,11.69820261
Nigeria,NGA,"Access to electricity, rural (% of rural population)",4.043913725,13.60678347,14.35547998,15.11295766,15.88250289,16.66663132,17.46814081,18.29501667,19.14733221,24.32679007,20.89480594,21.49209289,22.07239932,32.700268,23.13695766,23.60252359,24.03392413,25.27853948,25.6212976,25.33674121,23.5367304,31.01918599,27.83716534,31.63459431,29.00144483,25.90397246,33.9704584,22.61743618,30.95084587
Nicaragua,NIC,"Access to electricity, rural (% of rural population)",,,,46.94140568,41.55658319,42.35094113,43.28859998,44.26270511,42.69514976,46.31613536,47.36301051,47.85951188,49.40083942,50.35414021,51.23693015,46.39040631,52.72749656,53.3937224,54.06185481,51.67721457,55.48472796,56.0104854,56.90752743,58.30020758,59.27268318,62.87525613,66.02278572,68.88834175,71.35120769
Netherlands,NLD,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Norway,NOR,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Nepal,NPL,"Access to electricity, rural (% of rural population)",,,,,,,10.15408895,7.406847877,11.22351976,15.06236153,18.91987741,14.69724546,26.87877327,30.95478462,28.45144452,39.074142,44.08519024,47.19036598,51.28341077,55.42046316,63.18070029,61.71845444,70.56554533,74.4937846,82.05552099,82.74050402,89.81199891,91.109771,93.46991026
Nauru,NRU,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,,,,,,,100,,,
New Zealand,NZL,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
OECD members,OED,"Access to electricity, rural (% of rural population)",98.50158695,98.67508043,96.94276041,97.54007038,97.44931863,97.47841089,97.77190375,97.80442464,97.8321287,98.0205542,98.674877,98.2570001,98.46862279,98.51835988,98.83346254,99.14512293,99.04201375,98.68447785,99.01118585,98.77946931,99.24413025,99.14737256,99.2560323,99.40176176,99.38890437,99.49850484,99.57915991,99.73669225,99.98797633
Oman,OMN,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Other small states,OSS,"Access to electricity, rural (% of rural population)",,,,,,,,,,,35.12038818,38.23672944,38.26261823,32.59274884,35.36860556,38.3388504,36.45802495,41.75375255,43.22382143,43.37952982,42.08315933,43.61199895,44.79669318,46.40355997,47.97873119,50.01893667,52.45164594,52.61633475,57.52139578
Pakistan,PAK,"Access to electricity, rural (% of rural population)",,,,,,,,,59.49763557,59.00194752,58.85054434,58.68589523,58.49616451,58.27193399,58.00207964,57.46080358,57.54648035,57.0663959,56.61628521,56.22199788,55.90475164,55.68036228,55.53702401,55.45513967,55.40634967,55.36900337,55.32779296,54.13683244,54.39318084
Panama,PAN,"Access to electricity, rural (% of rural population)",40.52385932,43.67166732,44.6100534,45.58994441,46.61757321,47.70705379,48.86794512,50.11932482,51.46596493,52.89943601,55.42346843,56.58456289,58.68314926,71.56140363,62.74622638,64.66931819,66.54089814,68.39986051,70.28404903,72.23528031,64.70689303,76.36777145,78.53478593,71.19972582,84.18597629,87.03669513,90.85955138,100,100
Peru,PER,"Access to electricity, rural (% of rural population)",,,23.63993469,2.749797261,4.879923411,7.105242027,4.6576524,11.54295831,16.58170401,18.38642073,11.08939439,16.09575099,19.45957744,18.49724122,20.89768914,24.63243084,31.05124443,38.68920516,45.41755479,50.95977293,55.63323695,61.30207069,66.16682458,69.90501228,72.7675034,76.69268862,77.97484069,80.49784463,81.7999811
Philippines,PHL,"Access to electricity, rural (% of rural population)",,,,49.34670579,51.36098903,53.09369756,54.84175241,56.60979246,54.22505828,56.17713399,61.99304995,63.76825434,65.50976308,63.54471563,84.59814461,70.39697064,71.90833614,73.39417305,74.63317452,76.38852928,78.08313223,81.26670351,81.2101531,81.89969303,84.7397555,83.19498028,88.5723352,90.02316667,92.51480169
Palau,PLW,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,96.98559534,96.67567068,96.44868144,96.19860495,95.98090354,95.85639617,95.89304795,94.87580937,96.62446343,99.15628256,98.12711327,100,100,100
Papua New Guinea,PNG,"Access to electricity, rural (% of rural population)",,,,,,,2.588258412,,,,0.40443319,2.746424954,5.067960785,7.365658517,9.633957883,11.86870935,5.034251006,16.28544449,18.49539441,9.344493372,11.761731,25.19299351,27.47640353,29.84583766,33.93390099,39.44196138,44.9124194,50.4022877,55.46021468
Poland,POL,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pre-demographic dividend,PRE,"Access to electricity, rural (% of rural population)",,,,,,,,,,11.36904737,,11.3086216,10.85424772,13.73359016,11.8985765,12.59743198,15.31540683,15.01705886,17.15938669,16.11673607,15.08478093,18.87081571,21.307885,21.86167517,23.09737755,22.45172672,31.43619584,29.27083986,33.77824934
Puerto Rico,PRI,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Korea, Dem. People’s Rep.",PRK,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,25.40869584,31.21981221,34.21522561,37.22287864,40.2326849,43.24696815,46.26796554,49.30359642,52.35754551,55
Portugal,PRT,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Paraguay,PRY,"Access to electricity, rural (% of rural population)",,,,,,56.79811384,73.38698954,73.62489528,75.90418448,77.65708579,78.63279501,82.29298028,83.7261662,85.61117,87.5003629,89.643577,94.28484323,93.12618532,93.37661254,94.74184489,94.42690113,96.29149715,95.14150323,97.87321921,97.7289615,98.58271444,96.05128058,98.50801034,100
West Bank and Gaza,PSE,"Access to electricity, rural (% of rural population)",,,,,,,,92.88451153,96.15382232,96.55534098,99.18650448,97.43962494,97.82099475,97.50805989,97.86204119,98.28926707,99.42580464,97.63612897,97.83306761,98.39981488,99.9,99.00319511,100,99.2127679,100,99.60046699,99.96033793,99.07033081,100
Pacific island small states,PSS,"Access to electricity, rural (% of rural population)",,,,,,,,,,40.92905315,54.95038381,56.60257832,42.37145669,43.92524585,45.24976722,47.42434297,46.06909827,48.21017712,53.08887403,49.73553586,57.44396844,59.71633733,62.0349538,61.89329323,67.30779232,71.39852025,74.24771583,75.87850256,79.33474631
Post-demographic dividend,PST,"Access to electricity, rural (% of rural population)",100,100,99.99997027,99.99996016,100,100,100,100,100,100,99.84948171,99.83703612,99.77769625,99.85626137,99.86394193,99.87849881,99.874571,99.88639163,99.89010164,99.89377553,99.89949944,99.90587342,99.91927077,99.93331287,99.95027839,99.97016699,99.99209798,99.99611289,100
French Polynesia,PYF,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Qatar,QAT,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Romania,ROU,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Russian Federation,RUS,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Rwanda,RWA,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,1.18799658,2.037284793,0.66807294,3.641678459,4.423274378,1.497533626,6.018203956,2.60560527,1.134196436,7.279978421,5.752466487,9.174299351,12.53564402,18.96498203,23.62353225,23.418646
South Asia,SAS,"Access to electricity, rural (% of rural population)",,,,35.12220293,31.7027357,33.83754517,35.32014783,36.77099895,41.40831082,45.42563094,45.1064265,42.45287738,49.41034435,51.37363694,51.41977433,54.01509454,54.91946322,57.51521731,59.84550818,61.96972622,63.88713635,55.13929499,68.53465296,69.49166096,72.88610818,78.22320772,80.93469109,85.07677754,87.58780255
Saudi Arabia,SAU,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sudan,SDN,"Access to electricity, rural (% of rural population)",19.45481322,7.920005129,8.012709191,8.297175344,9.389898133,10.49177624,11.60741105,12.73821713,13.88586232,15.04325746,2.174807132,17.34326884,18.46637538,19.55795723,20.607729,21.61028345,22.57984237,23.53561405,24.49687183,14.72093994,26.25359691,26.43769108,26.77039112,27.29162628,28.9473741,34.4172124,38.85785076,43.04979877,47.05750684
Senegal,SEN,"Access to electricity, rural (% of rural population)",,,,4.874661673,2.060411213,3.893699269,5.744632507,7.84425288,9.517456284,11.61952226,12.81024498,15.25185641,11.25069802,18.84401115,8.710263853,23.26792701,25.37206063,24.79431494,26.2442104,30.61138452,33.67427353,31.7188668,31.92111555,31.78064535,41.01495365,38.13573009,44.50023686,35.37254756,44.21697629
Singapore,SGP,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Solomon Islands,SLB,"Access to electricity, rural (% of rural population)",,,,,,,,,,8.474956093,,,0.7889964,3.925196635,7.048670997,10.15699297,3.945995046,0.093397445,19.51899557,8.978009496,25.95258087,30.82996781,35.67859394,40.41706577,44.96872555,51.50005787,55.14745211,59.61659644,63.54454019
Sierra Leone,SLE,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,9.604224378,,0.551832743,0.592106407,,0.649047721,,0.277920648,0.992911692,,1.506470093,1.881933731,1.640356023,5.351361729,6.431515434
El Salvador,SLV,"Access to electricity, rural (% of rural population)",,45.79456876,55.62209723,56.47528857,57.22355108,55.89171594,56.44596118,59.83627572,62.33479599,59.61165219,67.91776601,72.32056948,72.95194005,72.31822447,73.0275763,73.17147813,76.05451913,81.0342698,81.38377039,81.09038536,81.55564789,83.40627598,85.15153422,89.25760309,89.23332099,89.41914383,90.26413262,91.34116605,100
San Marino,SMR,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Somalia,SOM,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,0.07575809,1.084220893,2.011881332,1.737556839,5.436519042,5.890312095,6.266759525,6.576000803,6.835600984,7.85839014,8.938302438,10.0595123,11.20615215,12.36163972,13.51021295,14.63661782
Serbia,SRB,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
